Country,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saint Kitts y Nevis,3140.112095,3573.284032,4205.654683,4723.453519,5373.44824,5464.610257,5947.121136,6395.314377,7065.28292,7406.444861,7788.428399,8626.722575,8710.789841,9116.28628,9319.655451,10022.59192,10453.65871,10175.62954,10944.61837,11783.78672,13837.84953,14757.95798,16604.94486,16503.41193,16622.94579,17832.45729,17532.0559,18580.13019,20219.39542,20328.80035,21387.54155,22464.98996,22901.38164,23595.49232,18859.01904,18361.14497,21011.57442,22573.67248
"Corea, República de",2834.89034,3554.606009,4748.640644,5817.065567,6609.997283,7636.948064,8126.662062,8884.919464,10385.39046,12564.72437,13402.9946,12398.49045,8281.719483,10672.44756,12257.02066,11561.20717,13165.08362,14672.80575,16496.13162,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23079.26013,25097.59543,25459.1689,27179.51701,29252.93124,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35125.5225,32394.68337,33121.37129
Kuwait,9076.708852,10895.65003,9692.347546,10964.69291,10937.54153,8147.108073,12146.19506,14317.72094,14929.74411,16168.1656,18201.09586,16977.38956,14066.95096,15853.62644,19296.34717,17374.23187,18512.7523,22690.65518,27552.28274,36122.61427,42946.63741,45709.41329,55585.18893,37907.10013,39212.27267,49169.6064,52155.22255,49651.04397,44368.78137,29882.21269,27323.68906,29047.65358,32067.96237,31707.87375,25236.07555,34043.54215,40077.23805,33729.79855
América Latina y el Caribe (excluido altos ingresos),1743.670961,1872.796323,1996.182374,2225.949229,2623.088447,2558.684043,2728.138143,3229.727175,3751.301737,3931.995291,4221.892219,4533.557758,4500.106555,3934.769407,4286.864533,4121.552994,3661.552015,3690.371986,4151.880368,4958.194768,5713.840174,6667.544888,7617.553348,6979.948067,8634.477129,9973.994714,9826.019886,9978.513581,9914.63937,8337.145994,8011.610156,8843.085346,8504.73822,8305.989468,6940.278963,7996.407761,9129.466627,10180.70552
República Democrática Popular Lao,461.9115524,274.7295853,147.0709429,170.3772968,200.7349055,231.8062275,247.3452862,283.4005733,320.968129,357.7581622,371.3418792,339.0931924,243.9239625,272.325307,318.7498522,320.3160054,313.3508171,355.0972162,409.2962983,466.061507,579.3919474,697.3230137,885.7473761,935.0323728,1125.916102,1361.547044,1563.565077,1812.517744,1981.039109,2121.013391,2303.22156,2432.430595,2545.107542,2589.32081,2583.777307,2526.05105,2046.404403,2066.949798
Líbano,,,959.1539019,771.0011212,789.5263385,1278.421257,1559.381006,2078.638642,2467.769427,2958.74264,3393.050907,3834.059079,4124.855279,4086.938728,3986.835139,4009.559298,4290.852838,4437.715885,4600.683714,4602.198046,4635.251412,5125.2581,5912.045328,7090.854939,7625.810516,7834.962571,8406.984056,8162.379294,7577.64133,7714.11,8089.012088,8608.21085,9174.536662,8905.880055,5561.19167,4045.373911,3654.358455,
Liberia,364.2886692,409.2159401,424.3257193,312.2892554,172.8676101,177.8670066,107.8428014,74.42720286,61.49043131,62.14381406,71.40652487,122.6279937,134.6753934,156.5731669,298.4853406,300.4638286,299.5364455,239.7795567,284.140224,287.4873334,320.5580862,374.2113081,451.7138563,448.386367,492.252808,568.0878655,638.3687515,710.7445709,706.7144901,692.5900824,714.6130631,699.2690957,692.2031271,658.1641808,616.787867,667.9661051,744.6171752,771.8871421
Libia,6018.913452,6464.73284,5736.28244,5792.579163,6502.278866,7039.83392,7302.689087,6477.870358,5933.291214,5205.257064,5591.020275,6061.81366,5301.083548,6894.518755,7214.100404,6312.800305,3718.294347,4674.099432,5773.763332,8079.249573,10048.84804,11144.94484,13906.14078,9551.054039,11600.90686,7593.839153,14975.89028,11951.71341,8926.420746,7458.489178,7525.802993,9965.832367,11196.58548,9963.194891,6650.338106,4935.827873,5986.636949,6172.812469
Santa Lucía,2590.693315,2818.914751,3182.441701,3565.010158,4204.571619,4398.679069,4759.838678,4764.724648,4892.067336,5147.92024,5244.016651,5282.370114,5672.513738,5882.83399,5879.561914,5570.452471,5567.894284,6058.606221,6494.600349,6863.436419,7611.178567,7964.382115,8516.960755,8250.521807,8673.687203,9128.99442,9260.300066,9576.234634,10044.82184,10334.92256,10638.1902,11333.19639,11642.74032,11794.20565,8411.199418,10459.13212,13103.76217,13554.66519
América Latina y el Caribe,1876.109772,1974.097144,2123.520791,2300.406103,2682.636754,2650.382591,2841.569654,3303.570768,3794.103894,4036.129158,4295.184963,4634.547902,4618.670362,4110.883895,4472.561981,4326.548005,3839.098999,3862.063117,4385.822878,5229.823993,6047.6569,7035.723998,8077.940759,7495.040429,9183.197677,10333.7427,10344.62519,10491.08126,10583.19362,8759.806397,8461.785469,9311.411094,9034.707811,8830.900456,7444.660734,8596.355885,9714.936287,10796.86237
Países menos desarrollados: clasificación de las Naciones Unidas,284.5276961,294.7713123,315.0938272,329.5966428,369.9740606,389.6896027,300.7073487,302.7891209,289.3781891,288.9581407,296.5157326,301.8432576,298.32061,299.9973301,332.7600355,313.1993606,334.1428755,369.0777561,413.9288896,476.4147231,538.3612984,631.7264321,756.4095534,731.9627137,808.1681798,900.5100128,920.3567442,978.7373105,1028.077764,964.4497934,958.1743981,1024.162826,1065.22658,1097.76355,1081.797482,1153.750929,1265.525405,1306.234785
Países de ingreso bajo,334.56092,343.21513,359.0416526,376.4697585,450.3420459,487.6576023,331.3395842,345.0046115,313.5316551,282.6536057,265.2275284,275.3502004,270.3865863,265.2414177,317.586554,292.0916826,312.0286842,338.2800607,384.2080033,445.8178064,503.102894,595.0130989,695.7685492,673.1287263,720.0405877,759.6036342,699.3738333,703.2281812,734.4265831,705.461511,633.7014685,645.9847383,654.3451713,676.7098007,651.4533784,680.0527236,763.3227248,900.9632581
Liechtenstein,28612.8865,38206.22695,41568.54412,39551.6404,49457.56093,50811.74645,55057.11106,55604.548,63935.99024,78909.70434,80688.71825,73590.86203,78302.99059,82682.28488,76087.91111,75067.80017,79795.17859,90108.36736,100280.8314,105295.057,114167.9392,130492.5953,143249.2273,126024.7146,141089.8128,158066.3694,148842.0351,172823.6078,178735.153,167187.1573,165375.4914,170547.0923,174988.7751,166907.8393,164671.0936,196783.7294,186400.2338,
Sri Lanka,407.1646005,419.8244094,434.0155528,430.0238897,491.2136862,546.2925156,579.6551176,607.2318471,678.268012,741.8382553,776.1923711,827.0357561,849.3746128,826.4212281,846.4608133,803.5440266,834.9360149,946.3822551,1028.620681,1207.219948,1389.506256,1578.634511,1973.584769,2026.6594,2808.367792,3224.957363,3327.776124,3740.615893,3971.919131,4060.131397,4149.761055,4401.05567,4360.584735,4082.694049,3846.174496,3999.337647,3342.719896,3827.964956
Países de ingreso mediano bajo,398.0116553,423.2493536,426.1315399,407.4872264,432.0157921,403.771833,411.9049352,407.5624291,448.1624504,520.8828798,580.7951092,596.508428,596.7373015,539.0828287,557.8144293,552.5703718,571.9635117,636.9074118,719.2603941,813.930174,936.4791218,1125.941583,1224.054828,1254.577569,1484.051825,1628.266236,1692.331253,1761.337453,1872.373944,1841.845261,1891.002551,2017.256138,2076.456711,2152.161879,2057.146291,2300.761243,2423.841467,2415.598545
Ingreso mediano y bajo,641.0550769,647.9547152,676.7633439,710.7467745,818.6616276,762.9009852,784.8217058,833.2594698,917.1188191,1029.467611,1123.764699,1172.399111,1147.335991,1086.538803,1162.756639,1146.548088,1150.991879,1268.976837,1466.620302,1707.020598,1980.797437,2398.014403,2806.73796,2773.761588,3325.85341,3862.683057,4048.47846,4236.632272,4373.156291,4187.844069,4176.467505,4507.725907,4738.203403,4791.420883,4585.375759,5345.679193,5551.335146,5658.547496
Lesotho,191.3757582,236.4510326,270.3671201,279.0352525,329.5637852,382.2912477,443.6242972,439.3654107,455.5935862,513.4134488,479.6713946,501.9813889,464.6837455,455.6500544,442.7795458,412.6774737,388.9233499,583.2700362,766.6858209,861.3814964,925.4674855,861.1884209,898.4825179,878.8479505,1119.475578,1280.733909,1217.930712,1151.037358,1173.537793,1121.198513,992.4918407,1069.366732,1170.655697,1082.057068,918.5825774,1066.586451,1029.995533,916.2829793
avanzada del dividendo demográfico,889.2161169,924.4593676,993.5060114,1043.651636,1108.636964,1060.351227,1068.011859,1099.503761,1263.21287,1549.105167,1691.672174,1754.066433,1674.829799,1534.905404,1670.889478,1714.598314,1805.117734,2043.332604,2440.062105,2924.78065,3506.879798,4388.242029,5420.884874,5204.533041,6225.204366,7540.269254,8005.486485,8562.315979,8829.321674,8228.521903,8192.827243,9032.31848,9850.361151,9991.404016,9734.689593,11597.48556,12082.0001,12184.20708
Lituania,,,,,,,,,,2182.691569,2340.67546,2844.162868,3180.644986,3127.511767,3300.636349,3532.527874,4148.130915,5507.474342,6734.574871,7857.031488,9210.101182,12295.12128,14955.53455,11854.37111,11829.12261,14261.84338,14294.71786,15655.35133,16473.56782,14300.25537,14981.62081,16884.71003,19368.5391,19727.76075,20541.82499,23934.72849,25085.78406,27786.00578
Luxemburgo,18149.86925,22443.43146,25219.35428,26618.06958,33465.47821,35747.3378,39570.86157,40066.72425,43933.23544,51032.34964,50444.35912,46641.64088,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112726.4397,116905.3704,133711.7944,125006.0218,128678.1899
Letonia,,,,,,,,,,2256.773604,2360.171482,2609.893087,2893.799987,3063.897946,3278.178964,3504.618295,4003.609358,4914.579928,6109.732652,7283.787381,9211.737447,13370.97895,15677.60809,11996.03227,11188.41917,12902.57405,13329.34999,14484.47153,15185.81458,13321.97531,13838.52668,15132.49583,17252.17104,17294.97516,17564.23215,20262.84339,20229.46136,22502.84299
Marruecos,855.1693115,937.4571533,1086.035278,1091.276245,1229.071045,1292.233765,1327.029541,1226.430542,1358.794434,1466.788208,1596.832397,1426.301147,1668.497559,1635.656738,1499.107422,1506.245239,1596.02063,1941.872559,2183.55542,2242.988281,2438.126465,2755.585938,3183.200439,3119.588623,3067.985352,3301.98877,3164.177246,3379.743164,3435.406982,3146.247803,3140.855469,3296.526611,3501.697998,3508.097656,3268.030273,3785.936279,3455.39624,3771.446289
Mónaco,52082.45088,62456.07088,67180.57637,66815.71045,81734.8665,80997.25209,88614.92637,82685.45593,86703.81305,99032.23751,98561.01374,88581.70447,90947.20512,89698.19936,81789.02065,82402.78096,90051.44599,111110.4513,125160.2281,130538.7426,143083.4611,184558.5566,204263.7971,169150.2673,161853.9206,179363.9842,165444.6514,184940.6638,195693.5707,170437.1012,173604.7536,170663.3752,188298.3157,193746.7856,176891.8865,223823.364,226052.0019,256580.5151
República de Moldova,,,,,1206.502087,1037.899503,778.0176674,796.989285,573.7986472,593.593177,575.1454551,657.2921346,578.7346276,399.4998186,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893,5274.605822,5738.424735,6729.412868
Madagascar,404.9592714,290.8315311,280.5283984,271.3061833,326.0992532,262.0244024,290.2120464,307.8876031,258.7238064,273.1496539,339.8772837,284.371844,284.1929231,267.360531,280.2829056,319.2832782,304.9417774,352.6200958,272.2007486,305.8120749,324.1468749,419.5480014,512.5798001,446.3152384,450.0093916,506.1636916,493.5111629,515.3015894,505.6849225,445.3200695,453.9707145,491.8668487,500.4571855,499.8188376,450.7716152,490.2062386,497.2425148,506.1593687
Maldivas,720.4522011,692.4598389,799.0825017,870.3783182,956.7630198,1054.334138,1194.232524,1316.614549,1419.392765,1554.609428,1716.742818,1898.43225,1980.384484,2124.060075,2213.812351,3033.932345,3076.070072,3548.576701,4070.260946,3796.515465,5018.943354,5758.102869,6757.432809,6734.031656,7173.596018,7424.520411,7461.297037,8236.081779,8939.074166,9644.90655,9947.807447,10509.62881,11423.28384,11740.2724,7393.888654,10176.14388,11786.00915,12530.36024
Oriente Medio y Norte de África,2853.566502,2565.973877,2467.490689,2469.220837,3113.558753,2389.159863,2452.472002,2226.16394,2307.773403,2492.202252,2713.99744,2785.245312,2666.168598,2838.691267,3112.374122,3028.863533,2944.473135,3206.885936,3697.371674,4335.684878,4977.189111,5749.015746,7011.103635,6161.91281,7103.441752,8379.04713,8823.396275,8500.600916,8372.742628,7228.308895,7156.796135,7340.268739,7732.442966,7590.754518,6650.853688,7801.403934,8986.098959,8499.843064
México,1756.935634,1888.263143,2278.812227,2725.055723,3154.469203,3708.842055,4220.566437,6048.348408,6202.365884,4183.878477,4674.367927,5567.355995,5832.69342,6499.97183,7524.027137,7952.764796,7983.033985,7434.074649,7849.667596,8671.758919,9512.635753,10134.33271,10523.76854,8423.569332,9728.800784,10664.4944,10744.13352,11216.80085,11391.37735,10021.23861,9097.923977,9649.278168,10084.79376,10369.55536,8841.27075,10314.05067,11385.40708,13790.02434
Islas Marshall,1425.164181,1542.642304,1670.281893,1670.215207,1758.40821,1810.634656,1963.072346,2112.012401,2265.069584,2490.987445,2272.844695,2230.753771,2254.160549,2257.920003,2264.791149,2394.345011,2566.067088,2539.330738,2566.08291,2658.652179,2754.269888,2892.28404,2817.605228,2906.63027,3095.45769,3319.398154,3514.265155,3677.906908,3735.239778,3764.344262,4229.809889,4592.834576,4858.120791,5292.339855,5661.967873,6258.611937,6322.828555,6678.342391
 Ingreso mediano,665.0615964,672.063927,702.0861668,737.5922259,848.7909826,786.6647345,821.4069695,873.1626909,966.3598546,1090.467022,1194.427724,1247.161142,1221.378514,1156.919379,1236.425456,1221.819192,1226.222479,1353.777556,1566.726102,1825.529117,2121.941748,2573.087217,3015.081549,2984.353826,3590.836535,4182.813214,4398.517813,4610.542197,4763.025724,4565.927446,4566.492851,4939.463083,5202.510343,5267.927627,5049.558237,5906.22675,6137.817076,6254.08765
Macedonia del Norte,,,,,2277.303723,2402.135177,1198.928298,1336.647756,1786.354883,2355.247054,2306.53367,1959.560738,1875.816627,1915.392811,1861.898998,1823.022677,1989.135373,2445.362864,2818.581456,3120.984014,3440.441106,4204.113288,5026.420299,4799.787228,4833.365868,5416.866729,5049.826539,5626.261157,5925.385922,5262.686719,5598.486226,5955.297386,6713.989254,6718.858266,6659.596511,7620.80297,7606.237525,8624.293609
Malí,217.1027213,240.8236945,245.5333468,242.4263266,292.1845321,290.949914,296.2957582,288.9126512,208.8732841,265.7170516,267.1613124,253.3327469,267.442574,306.4574267,256.199555,291.1594979,318.042432,371.6270164,416.2783444,461.4579203,493.6287065,564.1579583,658.4931833,662.8833881,670.369099,789.0627255,733.7389353,758.4755326,797.1545108,704.8216464,730.8549382,775.5364921,835.0867106,820.1973908,804.3439567,862.4674001,813.9650341,869.2702343
Malta,4194.533543,5083.801176,5814.449886,6040.839358,7192.394102,7558.754389,8220.339253,7296.354359,8000.342436,9828.23236,10061.69524,9893.309297,10408.06199,10609.19472,10348.48655,10357.70404,11251.20609,13593.9742,15212.12674,15831.34405,16653.60718,19444.1875,22315.31986,21176.31124,21946.60697,23516.96912,22878.31309,25346.52365,27356.60803,25481.89776,26409.62859,30259.39526,33332.19056,32412.26978,31796.82134,38027.38017,36142.20585,40395.76921
Myanmar,42.41937359,41.14781372,39.92360889,51.3443285,53.12254011,51.24089706,58.88967396,76.21288948,105.3915611,124.1434804,141.8972676,108.0397703,145.9508304,189.4901558,196.6195806,141.5256607,146.5983904,224.2926889,224.5088114,252.6851931,303.4950871,419.3757807,658.4424872,758.4429358,1010.534173,1213.628987,1202.665896,1199.095616,1293.000423,1166.733055,1229.197135,1272.822418,1298.213103,1425.989542,1490.216835,1242.721344,1158.05005,1233.196662
Oriente Medio y Norte de África (excluido altos ingresos),2198.318176,1840.503949,1705.143837,1658.596628,2225.56199,1390.334783,1383.771211,1159.530574,1203.373776,1304.679241,1431.502914,1475.936505,1483.875454,1590.734499,1647.905802,1636.043389,1549.350817,1668.039091,1938.077293,2223.350026,2553.994171,3075.060612,3723.895082,3551.661077,4040.017546,4649.161669,4906.913136,4458.355277,4312.216413,3803.871106,3830.713009,3768.75975,3682.710255,3594.108764,3175.617067,3653.70377,4030.08693,3797.10418
Mauritania,677.3633239,745.787179,762.423918,762.2755806,772.0330921,1061.677043,1036.474378,849.6203017,864.5994784,904.7191701,904.1208798,859.2839582,821.2663786,781.3370336,680.9110619,651.8178402,648.8796439,732.0178208,823.5544571,998.9658342,1300.60368,1405.150162,1635.563062,1435.430108,1659.963697,1931.199755,1859.117332,1934.241031,1713.008653,1554.948979,1565.765757,1615.004013,1722.935289,1767.072711,1795.764596,1947.789184,1960.352401,2120.823204
Mauricio,1441.714528,1839.791096,2073.592388,2103.488027,2539.928465,2705.266482,3013.237063,3013.833138,3240.386247,3648.016496,3951.944946,3695.736688,3641.621426,3745.696251,3981.983432,3908.556949,4073.060531,4858.265755,5460.608002,5354.029743,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.973002,10239.79705,11613.04416
Malawi,217.8701899,207.6058947,229.4218439,252.1959074,286.730599,325.7527311,258.3934309,293.0168831,169.1965269,200.36237,320.6627356,366.9544613,236.0454795,233.9359862,224.2241592,215.4745249,428.2104398,383.3485969,404.6742484,414.361122,440.822149,475.1802617,554.0488204,625.8697299,683.1246947,763.0610004,558.4620883,496.9473683,529.513344,539.6053632,450.5061055,495.7696834,533.2031737,580.8898161,602.5074782,617.4475208,604.2697512,602.3436198
Malasia,1759.731857,1977.129087,2099.954677,2243.602196,2468.690803,2679.201011,3141.43322,3461.995042,3757.652929,4363.144583,4837.168973,4678.563901,3294.309784,3527.815814,4083.528745,3943.799439,4184.031638,4465.321946,4939.248519,5555.5818,6158.407855,7168.930319,8371.821561,7191.432872,8899.345055,10217.10686,10600.57442,10713.64076,11013.31073,9648.679794,9476.534098,9862.548066,10901.802,10920.19176,9957.526267,10903.11164,11748.09193,11379.0861
América del Norte,18625.65944,19679.33709,21180.34724,22652.66305,23653.50201,24094.13069,24974.74056,25772.07244,26931.65093,27897.93461,29112.24514,30518.06377,31691.94533,33320.93159,35151.37419,35831.45447,36652.00313,38395.5453,40788.48304,43368.5717,45741.25143,47727.77338,48398.37226,46581.41233,48553.01607,50289.17195,51881.45897,53341.41642,54877.60407,55702.08946,56618.04796,58796.51685,61512.7212,63634.7861,62271.19692,69382.17285,75686.48983,79640.42962
Namibia,1599.397857,1969.42365,2062.579976,1966.827028,2037.475894,2116.905525,2346.86243,2154.964737,2355.904457,2483.203534,2423.398291,2459.645118,2235.245155,2177.787334,2156.675905,1915.589266,1772.075655,2569.247393,3403.154962,3685.773,4017.183472,4379.043137,4204.785554,4302.913741,5418.216334,5834.791768,5942.64681,5346.621311,5378.323262,4774.106509,4395.687762,5143.960723,5308.608134,4731.921032,3878.58983,4412.835569,4349.045322,4168.285211
Nueva Caledonia,7374.68547,8983.357087,12301.19232,12701.82899,14334.68074,14642.51797,15713.71986,14787.21651,15534.30933,18107.88808,17592.05027,15704.95935,16614.59788,16692.68351,15329.72972,14482.36063,16104.55204,20768.10615,24475.64885,25528.29184,28193.25376,35177.65353,35723.90332,33836.49408,35798.90848,38835.94019,35559.5672,36671.15668,37816.95586,30858.72371,30782.85444,32354.71028,34902.89688,33411.33588,33270.3306,35311.55436,33516.36309,
Níger,259.5618942,295.3262539,292.5878785,271.2665579,423.8874606,384.4431168,384.0296573,335.4295819,206.2146171,237.0199896,239.4945132,220.5629572,246.0908559,228.2716561,194.7719599,205.4179361,225.2943911,265.2253635,283.4682818,318.6431219,333.3450784,387.1680659,475.0449554,461.131534,474.4256923,510.7595618,528.5101045,552.1033344,565.3098973,485.6625742,502.7064754,521.80413,578.5680357,561.6913043,579.5124958,608.7224396,609.7451476,642.9379179
Nigeria,628.2484537,587.9566134,539.5394684,465.4880895,556.3764491,596.9387957,508.5159057,539.5732023,744.8842472,1271.616174,1632.724694,1720.275409,1822.469985,480.6693639,547.3182989,566.4282318,712.1648521,763.3887454,962.4810419,1211.377035,1599.538916,1815.526975,2154.105435,1820.486339,2202.25673,2418.41317,2633.197347,2872.790834,3088.721313,2585.733607,2070.412734,1876.340271,2057.879446,2265.155209,2019.657063,2017.274865,2139.374785,1596.636961
Nicaragua,760.5905591,992.0240664,662.3081966,249.1554741,242.5083887,349.5143186,411.4733307,394.378074,849.1793314,891.7793523,910.8616459,912.7573976,949.1553735,980.2197447,1017.312443,1051.874236,1014.333904,1021.352167,1098.621187,1183.302173,1248.17676,1350.389546,1523.68089,1467.080196,1526.561853,1679.710342,1784.692128,1835.434364,1958.369665,2074.454465,2131.688285,2182.618751,2035.167501,1958.621329,1931.615158,2128.609806,2325.167379,2612.870662
Países Bajos,13804.13606,16734.15141,17770.61624,17423.29616,21322.19448,21764.2145,23939.21735,23156.44044,24682.58667,29301.19405,29063.62365,26744.96013,27924.28181,28318.74665,26225.16977,26955.7128,29446.53309,35896.75046,40611.34144,42165.39617,45123.54324,52100.79963,58246.70269,53172.02616,51305.73385,54701.7728,50473.9442,52602.28605,53457.22349,45793.81354,46808.52915,49513.68173,53955.077,53554.90075,53467.92774,60141.98809,59123.31856,64572.00596
Noruega,18883.23335,22505.86226,24207.28147,24281.13041,28242.9814,28596.933,30523.98506,27963.69791,29315.80923,34875.70433,37321.9742,36629.0309,34803.46341,36393.29275,38178.23688,38601.89764,43170.55717,50250.32982,57768.6981,67047.17046,74434.49968,85502.26771,97503.54078,80347.57007,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,108798.4512,87925.09442
Nepal,159.5456828,162.0369069,187.0847776,184.9754165,185.7946004,195.7166214,165.0295941,172.8052026,187.2581762,197.8430013,198.8219074,211.8348696,205.0752463,208.6466679,223.8302892,240.7951145,238.891403,246.4297066,279.58775,309.0241683,340.4317964,385.4497677,464.8173919,473.0787512,585.278492,785.5186562,788.2029371,803.2695954,821.4552249,875.5436355,877.2564547,1034.283749,1179.198432,1203.142947,1154.215176,1252.750767,1385.910663,1377.626036
Nauru,4568.678877,4484.508146,5011.580315,5722.767422,5775.553474,5333.379549,5102.596859,4310.244333,3920.53973,3932.091094,3678.562429,3661.028467,2908.849865,2682.694867,2648.601529,2232.30874,2084.648245,2463.282591,3040.513499,2992.403828,2910.141458,2272.152913,3756.845312,4410.567647,4735.920005,6480.904513,9817.368722,8974.518869,9193.097844,7703.431499,8724.307003,9613.412091,11408.69476,10776.82846,10695.69933,14989.66475,13287.27119,12982.76121
Nueva Zelandia,9427.55394,12330.91683,13759.15563,13312.38559,13663.02162,12230.07345,11793.13924,13094.34545,15280.31278,17400.42018,18794.43604,17474.18703,14738.44557,15322.22383,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38388.52809,39974.29973,42977.38804,44578.22539,38639.35019,40070.89566,42913.18696,43228.69765,42747.20993,41785.69229,49624.18167,48216.50958,48280.81142
Miembros OCDE,11435.08983,13138.25094,14693.27417,15240.95375,17010.94888,17838.97771,19010.692,19132.28738,20282.60784,22178.16575,22192.18723,21688.68806,21752.68609,22687.37866,23025.5007,22648.14382,23456.50711,26047.31943,28793.36493,30239.74384,31680.21494,34439.65622,36287.74157,33710.38272,35124.60303,37600.19643,37325.20219,37624.06404,38167.82031,35784.87052,36253.80028,37639.27819,39573.04475,39764.82161,38686.3274,43133.78607,44026.85925,46724.01571
Omán,5181.879803,5203.999941,5279.104114,5591.227238,7545.703052,6977.328592,7317.788158,7038.930159,7068.38997,7414.302792,8068.000768,8234.640638,7219.029324,7915.441694,9753.847552,9611.963602,9869.130502,10463.54258,11800.85074,14434.85779,16930.85651,18792.65377,26576.77924,20655.91802,23570.17981,25188.00742,24642.29788,23458.02338,23160.65023,18808.30779,17110.18975,17820.06618,19901.76156,19180.18642,16784.86306,19403.46002,23665.63947,21549.83687
Otros Estados pequeos,2600.019724,3122.669083,3304.905452,3320.893149,3853.996828,3997.827546,4260.366768,4144.363063,4353.347593,5039.977376,5131.236194,5101.503309,5031.239168,5254.564902,5414.341772,5324.245872,5684.083168,6870.218769,8042.061149,8975.373976,9876.141664,11624.58884,12581.17147,10734.50419,11292.769,12759.23054,12547.69603,12935.07867,13159.4094,11735.68808,12174.15742,13345.55449,14455.77575,14425.24701,13071.22362,15120.10408,16066.27297,16728.26757
Pakistán,313.946324,317.2386742,353.8545428,357.5957961,344.4554738,380.0198433,395.6772086,407.8881407,399.9559276,450.5502793,456.9969618,438.0309427,424.4536978,418.2492571,642.3383465,609.9395069,599.9373457,672.4417867,771.9022473,827.6198612,900.873565,998.0901142,1067.043246,963.7880664,987.3045711,1131.735138,1204.364755,1225.434012,1266.613408,1380.470208,1424.691612,1519.234595,1569.338146,1390.41691,1278.397352,1455.319224,1538.322813,1365.277432
Panamá,3019.481505,2966.009679,2508.782293,2462.110225,2620.138273,2820.545477,3139.899529,3358.414117,3508.195701,3513.897379,3308.184296,3545.976709,3807.838692,3950.34145,3975.093087,3991.776708,4090.586174,4264.664288,4644.565824,5017.741092,5528.767055,6317.817303,7347.590503,7796.92617,8331.464214,9662.295922,11064.80636,12273.3225,13213.19896,14082.65485,14832.36116,15694.62975,16151.32735,16477.90663,13290.56083,15509.80691,17332.43607,18686.4051
Perú,1086.609138,1792.300702,733.2997849,1044.907258,1199.666668,1527.388795,1567.409108,1487.674043,1879.366578,2189.534315,2226.916824,2300.672008,2156.393777,1916.533974,1945.413385,1929.57273,2007.370196,2129.441142,2397.251473,2706.669473,3129.559965,3581.089308,4197.584446,4181.187555,5072.11494,5861.357936,6519.37853,6746.800257,6667.134104,6231.711503,6217.036,6736.166937,6978.491215,7037.008037,6133.325524,6826.972007,7363.272069,7906.585029
Filipinas,600.0028439,649.8128576,722.3437185,791.8643244,803.5725883,804.3233305,916.5156945,918.6429538,1059.983895,1199.841714,1311.092494,1273.276049,982.8659437,1101.43516,1050.79273,969.5306117,1014.908793,1027.230119,1099.63013,1220.460186,1426.146492,1712.655433,1959.292335,1864.450434,2162.913759,2383.918925,2614.616444,2781.279577,2866.838038,2909.85818,2985.19564,3038.12125,3168.510366,3400.789498,3227.579102,3484.385939,3548.069306,3804.87258
Palau,4143.562037,4616.290289,5145.006145,5741.086852,6402.929615,6824.343538,6552.711239,5891.503787,6329.069767,7038.005234,7788.29727,7944.599072,8047.916217,7629.569864,7797.257274,8239.639314,8340.537353,7862.04283,8395.136226,9639.658913,9885.147757,10408.43436,10582.73975,10155.43321,10229.08785,11000.87952,12145.36448,12768.90972,13726.02226,15690.75865,16762.57234,16034.13429,16197.72545,15841.19353,14556.58969,13257.20667,14392.19903,15899.42249
Papua Nueva Guinea,744.9085227,865.4685696,984.993556,934.2464949,826.3171521,941.7077216,1050.707169,1151.283881,1228.243436,998.2299674,1071.041852,989.721551,733.4798601,649.9947197,635.957919,537.8474596,506.3317895,577.4679224,620.5961477,744.48649,1238.182829,1370.753416,1624.793199,1568.831934,1866.868899,2288.375911,2635.087363,2560.77459,2723.175298,2484.59634,2316.394798,2477.76531,2566.368337,2575.772743,2429.611346,2607.578619,3101.710632,2957.682625
